feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank,fold,feature_strategy,selected_feature_k,selected
strong__delta_mfcc_03_min,0.03720139099634334,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,154,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_2_rqmean,0.03695440590867289,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,155,1,compare_is10_top800_lightgbm,800.0,True
strong__delta_mfcc_24_max,0.03676872297849195,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,156,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_3_percentile1_0,0.03674527861598925,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,157,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_6_linregc2,0.036625763645134375,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,158,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_F0final_sma_de_maxPos,0.036043215114829455,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,159,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_4_stddevRisingSlope,0.03570458284074267,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,160,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_14_mean,0.035683804974750204,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,161,1,compare_is10_top800_lightgbm,800.0,True
strong__zcr_max,0.03557178915768596,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,162,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_1_peakDistStddev,0.03556891082259048,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,163,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_peakMeanMeanDist,0.035563331602093746,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,164,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_quartile2,0.03541421631787963,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,165,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff25_0_sma_lpc0,0.03528477926584838,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,166,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_logHNR_sma_percentile99_0,0.03485126971940562,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,167,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_59_skew,0.03471196718458114,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,168,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_lspFreq_sma_de_2_quartile2,0.03412887497420476,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,169,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_22_mean,0.0340416418017985,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,170,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_jitterDDP_sma_de_quartile1,0.03401719341188223,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,171,1,compare_is10_top800_lightgbm,800.0,True
strong__delta2_mfcc_12_mean,0.033924245424185255,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,172,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_03_max,0.033853253876140514,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,173,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_10_max,0.0337957265781685,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,174,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_lspFreq_sma_1_percentile1_0,0.033489722197306886,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,175,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_linregc2,0.033420171381655255,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,176,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_02_median,0.03329408413566122,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,177,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_meanRisingSlope,0.03325757855560955,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,178,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_jitterLocal_sma_iqr1_3,0.03318826491772602,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,179,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_5_amean,0.033011947266573166,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,180,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_51_kurtosis,0.03292847705708888,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,181,1,compare_is10_top800_lightgbm,800.0,True
strong__spectral_contrast_02_q75,0.032788221060095185,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,182,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_4_amean,0.032765525560942976,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,183,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff25_0_sma_minRangeRel,0.03270888453105706,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,184,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_12_q75,0.03270282109461293,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,185,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_de_meanRisingSlope,0.03266845582710248,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,186,1,compare_is10_top800_lightgbm,800.0,True
strong__spectral_contrast_06_std,0.03260665997032556,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,187,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_15_max,0.0325934248852585,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,188,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_0_quartile2,0.03251714150151187,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,189,1,compare_is10_top800_lightgbm,800.0,True
strong__spectral_contrast_04_q25,0.032472218373119484,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,190,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_jitterDDP_sma_de_iqr1_2,0.032390782274080425,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,191,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_4_peakRangeRel,0.03229042936267906,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,192,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_de_0_percentile1_0,0.0321492992204375,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,193,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_de_meanPeakDist,0.03194164902866165,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,194,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_3_percentile1_0,0.03173416840579251,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,195,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_5_lpc4,0.03160047016669779,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,196,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_28_min,0.03142703737397172,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,197,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_6_skewness,0.03121590632507232,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,198,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_shimmerLocal_sma_de_percentile99_0,0.031208255155038108,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,199,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_12_lpc2,0.030913839245989738,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,200,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_14_amean,0.0309036671477718,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,201,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_4_quartile3,0.0307763346807881,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,202,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_01_min,0.03058322267549411,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,203,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_12_stddev,0.030523636078722483,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,204,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_40_skew,0.030426336651976676,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,205,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_39_q75,0.030404972534577277,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,206,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_de_9_upleveltime75,0.030356956442177473,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,207,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpgain,0.030322653485678443,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,208,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_meanPeakDist,0.02987669382208397,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,209,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_upleveltime90,0.029824363205903218,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,210,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralKurtosis_sma_de_flatness,0.02981302942681409,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,211,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_peakMeanAbs,0.0296817318113452,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,212,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_upleveltime90,0.029609505374060936,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,213,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_14_skewness,0.029602724050663214,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,214,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_27_max,0.029589379124763327,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,215,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_13_max,0.029319098165218282,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,216,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_F0final_sma_de_flatness,0.029263042312086457,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,217,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_5_risetime,0.029162790738562965,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,218,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_64_skew,0.029099759370379084,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,219,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_2_peakDistStddev,0.0290226843634109,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,220,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_de_maxPos,0.028990521625185305,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,221,1,compare_is10_top800_lightgbm,800.0,True
strong__delta_mfcc_33_max,0.028976787260177467,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,222,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_10_peakMeanAbs,0.028879775218226513,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,223,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_5_meanPeakDist,0.02862245076356558,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,224,1,compare_is10_top800_lightgbm,800.0,True
strong__delta_mfcc_24_min,0.028567400182182193,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,225,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_de_peakRangeRel,0.02845669376362135,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,226,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_meanRisingSlope,0.028433527924740926,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,227,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_lpc3,0.028430607640477397,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,228,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_logMelFreqBand_sma_5_percentile99_0,0.02842420925170988,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,229,1,compare_is10_top800_lightgbm,800.0,True
strong__delta2_mfcc_21_min,0.02827124184609483,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,230,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_20_mean,0.028215598207169828,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,231,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_de_stddevRisingSlope,0.028198202481067705,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,232,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_2_percentile1_0,0.02816919669582766,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,233,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_4_peakDistStddev,0.028052629705114,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,234,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_02_max,0.02793137945271887,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,235,1,compare_is10_top800_lightgbm,800.0,True
strong__delta_mfcc_04_min,0.027815055710619208,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,236,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_zcr_sma_de_meanFallingSlope,0.027794474223293883,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,237,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_4_meanSegLen,0.02773953416147144,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,238,1,compare_is10_top800_lightgbm,800.0,True
strong__active_audio_ratio,0.027737718073578707,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,239,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_26_mean,0.027628774745557163,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,240,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_jitterLocal_sma_quartile3,0.02760112287207254,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,241,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_6_upleveltime25,0.02752829217823281,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,242,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_lspFreq_sma_de_0_skewness,0.027297588043447264,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,243,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_de_flatness,0.027289949750393623,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,244,1,compare_is10_top800_lightgbm,800.0,True
strong__delta_mfcc_23_max,0.027035136325798105,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,245,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_de_9_upleveltime90,0.027017396691932226,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,246,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_3_stddevFallingSlope,0.02698206578285367,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,247,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_lspFreq_sma_7_percentile1_0,0.026978019959990926,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,248,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_01_q25,0.026977165856075923,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,249,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_6_lpc3,0.026973041790944684,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,250,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_5_upleveltime50,0.02692379978359929,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,251,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_lpc0,0.026780207008377424,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,252,1,compare_is10_top800_lightgbm,800.0,True
strong__mfcc_25_min,0.026740220816298458,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,253,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_quartile2,0.026699828311176534,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,254,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_17_maxSegLen,0.026608098583880333,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,255,1,compare_is10_top800_lightgbm,800.0,True
strong__delta2_mfcc_05_min,0.026520935791808597,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,256,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_10_quartile2,0.02651150618443832,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,257,1,compare_is10_top800_lightgbm,800.0,True
strong__delta2_mfcc_36_max,0.026417882126980895,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,258,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_3_lpc2,0.026412976129357255,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,259,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_14_peakDistStddev,0.026368259372018102,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,260,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_7_meanSegLen,0.026344700756949845,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,261,1,compare_is10_top800_lightgbm,800.0,True
strong__delta_mfcc_33_std,0.026326848095999725,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,262,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_shimmerLocal_sma_de_minPos,0.02625503583369239,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,263,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_zcr_sma_de_peakMeanAbs,0.02625211681261729,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,264,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_54_kurtosis,0.0261790891556501,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,265,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_meanFallingSlope,0.026103175697578196,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,266,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_64_kurtosis,0.025842944137291244,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,267,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_meanPeakDist,0.02581876211045191,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,268,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_7_percentile99_0,0.02573149094812492,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,269,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_jitterDDP_sma_de_iqr1_3,0.02568613712903821,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,270,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_43_std,0.025596497431842256,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,271,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_11_lpc3,0.02550491879696526,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,272,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_de_risetime,0.025504852658681434,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,273,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_de_leftctime,0.025463099907008374,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,274,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_mfcc_sma_3_pctlrange0_1,0.025397396310832425,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,275,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_7_lpc3,0.025352242377174764,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,276,1,compare_is10_top800_lightgbm,800.0,True
strong__delta2_mfcc_07_max,0.02523805904188413,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,277,1,compare_is10_top800_lightgbm,800.0,True
is10__opensmile_is10_lspFreq_sma_de_2_minPos,0.025227002259279024,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,278,1,compare_is10_top800_lightgbm,800.0,True
strong__mel_band_57_std,0.025130803220485165,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,279,1,compare_is10_top800_lightgbm,800.0,True
compare2016__opensmile_compare2016_mfcc_sma_de_6_meanFallingSlope,0.025087639581602372,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,280,1,compare_is10_top800_lightgbm,800.0,True
