feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank,fold,feature_strategy,selected_feature_k,selected
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_15_meanSegLen,0.0008496967439926158,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5854,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_de_iqr2_3,0.0008489893159069666,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5855,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_minPos,0.0008485799816811421,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5856,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_8_risetime,0.0008473479993653623,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5857,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_13_lpc1,0.0008468591671266985,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5858,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_minRangeRel,0.0008461834813942091,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5859,5,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_11_median,0.0008427855335534016,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5860,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_de_0_kurtosis,0.0008408818451434392,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5861,5,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_30_mean,0.0008395465343616266,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5862,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_08_kurtosis,0.0008393477893295279,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5863,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_26_mean,0.0008388509978142507,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5864,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_minSegLen,0.0008378017946006967,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5865,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_de_stddevRisingSlope,0.0008376985135113104,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5866,5,compare_is10_top800_lightgbm,800.0,False
strong__chroma_11_kurtosis,0.0008369036281362084,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5867,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audspec_lengthL1norm_sma_minRangeRel,0.0008360889393228663,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5868,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audspecRasta_lengthL1norm_sma_de_peakRangeAbs,0.0008357591031098814,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5869,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_de_8_stddev,0.0008341812712745971,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5870,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_meanPeakDist,0.0008325160769031532,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5871,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_iqr1_3,0.0008309939600041617,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5872,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_5_pctlrange0_1,0.0008300441529949803,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5873,5,compare_is10_top800_lightgbm,800.0,False
strong__chroma_04_min,0.0008293327452710244,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5874,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_de_maxSegLen,0.000827619795239901,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5875,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_7_skewness,0.0008272621015587697,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5876,5,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_37_skew,0.0008266779475073327,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5877,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_maxSegLen,0.000826463331298654,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5878,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_37_median,0.0008259904176132167,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5879,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_de_3_linregerrA,0.0008250167327741954,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5880,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_peakRangeAbs,0.0008248060962038233,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5881,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_upleveltime75,0.000823939672092495,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5882,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_13_range,0.0008228069912277949,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5883,5,compare_is10_top800_lightgbm,800.0,False
strong__chroma_06_skew,0.000821352433426723,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5884,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_12_linregc1,0.0008197707167064253,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5885,5,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_06_max,0.0008190831868123091,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5886,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_0_iqr1_3,0.0008183876976415797,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5887,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_upleveltime90,0.0008149539330560125,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5888,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_14_qregc2,0.0008149459737793992,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5889,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_19_peakMeanRel,0.0008145087820854285,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5890,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_de_2_quartile2,0.0008131098444673564,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5891,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_maxPos,0.0008120686005304156,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5892,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_8_minRangeRel,0.0008116791644961243,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5893,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_51_q75,0.0008101688917587598,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5894,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_10_upleveltime90,0.0008089885499876731,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5895,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_5_percentile99_0,0.0008087660692556742,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5896,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_4_upleveltime25,0.0008086706526896081,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5897,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_10_peakDistStddev,0.0008073313148928424,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5898,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_10_maxSegLen,0.0008071286375990835,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5899,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_10_kurtosis,0.0008061946543898356,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5900,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_quartile2,0.0008056422426915587,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5901,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_5_upleveltime90,0.0008034246366218379,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5902,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_8_quartile3,0.0008027887472724149,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5903,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_de_quartile1,0.0008026059681701891,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5904,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_pctlrange0_1,0.0008011871323605838,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5905,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_10_minSegLen,0.000801048034526438,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5906,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_16_maxSegLen,0.0008009725161519051,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5907,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_12_stddevFallingSlope,0.0008007459610283065,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5908,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_amean,0.000799935251853271,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5909,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_4_peakDistStddev,0.0007993709012400742,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5910,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_de_4_percentile1_0,0.0007993033421421546,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5911,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_F0final_sma_percentile99_0,0.0007973679113790321,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5912,5,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_11_q25,0.0007950588683815519,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5913,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_12_linregerrQ,0.0007946296359641943,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5914,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_linregc1,0.0007935605819357537,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5915,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_qregc2,0.0007926464969180389,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5916,5,compare_is10_top800_lightgbm,800.0,False
strong__chroma_09_std,0.0007920463769367289,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5917,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff50_0_sma_de_lpgain,0.0007908779740805621,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5918,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_9_percentile1_0,0.0007888391674747605,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5919,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_22_quartile1,0.0007885252024383556,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5920,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_de_lpc1,0.0007863433657367479,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5921,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_4_minPos,0.0007862320779941018,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5922,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_9_meanFallingSlope,0.000786204267902602,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5923,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_12_lpc3,0.0007858425945831641,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5924,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_de_iqr1_2,0.000784666232450384,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5925,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_peakMeanRel,0.0007842290407564132,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5926,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_15_linregerrQ,0.000781729259380094,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5927,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_quartile3,0.0007816736391970942,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5928,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_zcr_sma_de_risetime,0.000780982082288025,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5929,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_centroid,0.0007807555745410729,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5930,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_38_iqr,0.0007796228936763727,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5931,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_qregc3,0.0007791221698994354,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5932,5,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_40_q25,0.0007745597514641211,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5933,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_1_minPos,0.0007707484423825361,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5934,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_range,0.0007706133241866969,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5935,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_F0final_sma_amean,0.000768586456495815,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5936,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_0_flatness,0.0007677717203058264,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5937,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_6_upleveltime50,0.0007668973842945313,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5938,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_lpc4,0.0007666947070007724,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5939,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_16_iqr,0.0007656574427021383,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5940,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_14_max,0.0007656375445106051,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5941,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_de_4_upleveltime75,0.000764663859671584,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5942,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_22_lpc0,0.0007628555878276876,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5943,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_de_6_stddev,0.0007623309862209105,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5944,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_0_maxPos,0.0007615043584926485,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5945,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_11_percentile1_0,0.0007608804080581453,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5946,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_13_iqr1_2,0.0007607214120324663,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5947,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_10_peakRangeAbs,0.0007603080981683353,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5948,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_18_maxSegLen,0.000757887767428209,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5949,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_de_3_percentile99_0,0.0007576334495897571,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5950,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_de_maxSegLen,0.0007575062432938845,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5951,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_de_2_linregc2,0.0007564133588122506,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5952,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff90_0_sma_de_minRangeRel,0.0007558688590139404,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5953,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_3_risetime,0.0007556304123520685,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5954,5,compare_is10_top800_lightgbm,800.0,False
strong__chroma_08_max,0.0007553721148753098,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5955,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_5_linregc2,0.0007553363455071968,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5956,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_15_meanRisingSlope,0.0007552131188496308,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5957,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_17_upleveltime75,0.0007547044357960804,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5958,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_13_meanSegLen,0.0007528047270244244,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5959,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_9_minRangeRel,0.0007504917043886376,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5960,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_25_stddevRisingSlope,0.0007500783905245066,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5961,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_16_stddevFallingSlope,0.0007500625193479266,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5962,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_de_peakMeanRel,0.0007499750620584739,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5963,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_1_lpc3,0.0007499234215137807,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5964,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_25_q75,0.0007498717335924411,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5965,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_13_qregc2,0.0007497684051264083,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5966,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_12_lpc3,0.000749549809279423,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5967,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_21_lpc2,0.0007481509190379973,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5968,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralKurtosis_sma_qregc3,0.0007470937565478301,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5969,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_meanSegLen,0.0007467559610582319,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5970,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_de_9_pctlrange0_1,0.0007453570234401598,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5971,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_1_stddevFallingSlope,0.000744045495734894,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5972,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_de_7_stddev,0.0007437633204282957,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5973,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_25_kurtosis,0.0007435248737664237,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5974,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_4_stddevFallingSlope,0.0007427498865828548,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5975,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_7_meanFallingSlope,0.0007426584970317419,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5976,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_5_stddevRisingSlope,0.0007424478604613697,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5977,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_10_peakMeanAbs,0.0007417682898438669,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5978,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_15_lpc2,0.0007416848121927207,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5979,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_3_maxPos,0.0007390896142503354,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5980,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_3_quartile3,0.000737805944013216,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5981,5,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_35_kurtosis,0.0007360493127140127,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5982,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_14_lpc3,0.0007360175229842062,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5983,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_meanRisingSlope,0.0007352624339921704,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5984,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_14_meanSegLen,0.0007350796075132982,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5985,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_lpc2,0.0007338913064655982,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5986,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_de_2_stddev,0.0007325360974922525,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5987,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_8_percentile99_0,0.0007320592041685086,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5988,5,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_07_median,0.0007315504737383115,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5989,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_4_iqr2_3,0.0007305728092609837,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5990,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_0_lpc4,0.0007292931186621709,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5991,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff25_0_sma_de_upleveltime75,0.0007285102195786353,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5992,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_4_peakRangeAbs,0.0007276239446524204,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5993,5,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_11_quartile3,0.000727154963228643,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5994,5,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_9_qregc2,0.000726964224849804,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,5995,5,compare_is10_top800_lightgbm,800.0,False
